,Index,IndexType
4155,13268,train
4156,5821,train
4157,14374,train
4158,4716,train
4159,7916,train
4160,2215,train
4161,16444,train
4162,10894,train
4163,3045,train
4164,13967,train
4165,1482,train
4166,8948,train
4167,5042,train
4168,11160,train
4169,2943,train
4170,7648,train
4171,6088,train
4172,5444,train
4173,8642,train
4174,18832,train
4175,12570,train
4176,14604,train
4177,16827,train
4178,14952,train
4179,3693,train
4180,2548,train
4181,12166,train
4182,642,train
4183,13480,train
4184,8668,train
4185,3469,train
4186,13406,train
4187,9690,train
4188,14128,train
4189,12301,train
4190,7628,train
4191,4064,train
4192,15588,train
4193,1858,train
4194,9537,train
4195,6098,train
4196,11792,train
4197,4343,train
4198,17611,train
4199,6267,train
4200,3355,train
4201,521,train
4202,4030,train
4203,18321,train
4204,16466,train
4205,9629,train
4206,16674,train
4207,15681,train
4208,5700,train
4209,14395,train
4210,8482,train
4211,8049,train
4212,14858,train
4213,1057,train
4214,17915,train
4215,6279,train
4216,14616,train
4217,13248,train
4218,872,train
4219,10434,train
4220,13003,train
4221,4015,train
4222,9440,train
4223,4231,train
4224,7201,train
4225,6885,train
4226,7762,train
4227,3492,train
4228,15375,train
4229,5139,train
4230,9809,train
4231,7879,train
4232,7790,train
4233,5181,train
4234,10205,train
4235,1924,train
4236,7596,train
4237,12347,train
4238,18484,train
4239,8993,train
4240,1351,train
4241,13302,train
4242,5161,train
4243,7100,train
4244,866,train
4245,11506,train
4246,3344,train
4247,4301,train
4248,8654,train
4249,3533,train
4250,2449,train
4251,1185,train
4252,4900,train
4253,15640,train
4254,5936,train
4255,10336,train
4256,260,train
4257,14825,train
4258,7861,train
4259,9593,train
4260,10540,train
4261,11616,train
4262,11370,train
4263,7428,train
4264,2209,train
4265,8748,train
4266,833,train
4267,18138,train
4268,14077,train
4269,17419,train
4270,9902,train
4271,11320,train
4272,898,train
4273,9250,train
4274,5271,train
4275,8066,train
4276,2417,train
4277,12703,train
4278,4676,train
4279,2921,train
4280,12198,train
4281,2249,train
4282,6517,train
4283,3473,train
4284,17663,train
4285,15268,train
4286,6756,train
4287,14221,train
4288,1718,train
4289,8126,train
4290,5802,train
4291,12038,train
4292,2459,train
4293,5293,train
4294,10054,train
4295,429,train
4296,2966,train
4297,17678,train
4298,8830,train
4299,13069,train
4300,8284,train
4301,18288,train
4302,15948,train
4303,11608,train
4304,7922,train
4305,18027,train
4306,9990,train
4307,10742,train
4308,3338,train
4309,14200,train
4310,15410,train
4311,17116,train
4312,12578,train
4313,16675,train
4314,10605,train
4315,5853,train
4316,16472,train
4317,12498,train
4318,18297,train
4319,5767,train
4320,12302,train
4321,4395,train
4322,6205,train
4323,2903,train
4324,18246,train
4325,9988,train
4326,18155,train
4327,18502,train
4328,11881,train
4329,12477,train
4330,10008,train
4331,10407,train
4332,620,train
4333,1656,train
4334,2628,train
4335,15308,train
4336,16685,train
4337,7722,train
4338,9463,train
4339,16042,train
4340,18153,train
4341,1686,train
4342,3881,train
4343,5286,train
4344,15568,train
4345,9895,train
4346,4215,train
4347,11263,train
4348,16857,train
4349,17390,train
4350,18786,train
4351,3322,train
4352,1723,train
4353,5747,train
4354,6104,train
4355,13875,train
4356,12499,train
4357,7801,train
4358,9992,train
4359,3465,train
4360,7276,train
4361,14292,train
4362,2171,train
4363,14251,train
4364,3604,train
4365,13271,train
4366,443,train
4367,7562,train
4368,14086,train
4369,6848,train
4370,376,train
4371,3460,train
4372,17431,train
4373,825,train
4374,704,train
4375,4012,train
4376,2655,train
4377,5477,train
4378,4950,train
4379,14193,train
4380,10474,train
4381,10342,train
4382,5838,train
4383,9818,train
4384,15022,train
4385,12726,train
4386,9805,train
4387,3442,train
4388,15478,train
4389,8843,train
4390,17488,train
4391,18318,train
4392,208,train
4393,2337,train
4394,9466,train
4395,4872,train
4396,3066,train
4397,15509,train
4398,10250,train
4399,11492,train
4400,4801,train
4401,3909,train
4402,16329,train
4403,12007,train
4404,12655,train
4405,10166,train
4406,15904,train
4407,5172,train
4408,1934,train
4409,17681,train
4410,12483,train
4411,4694,train
4412,15498,train
4413,5526,train
4414,18327,train
4415,10311,train
4416,2804,train
4417,11086,train
4418,2702,train
4419,14214,train
4420,17864,train
4421,461,train
4422,14293,train
4423,753,train
4424,18556,train
4425,10575,train
4426,7495,train
4427,13313,train
4428,14957,train
4429,4129,train
4430,1049,train
4431,16131,train
4432,9349,train
4433,11449,train
4434,17045,train
4435,8785,train
4436,18410,train
4437,14856,train
4438,5825,train
4439,9366,train
4440,9622,train
4441,10952,train
4442,18712,train
4443,16357,train
4444,12495,train
4445,908,train
4446,7558,train
4447,12090,train
4448,2293,train
4449,17954,train
4450,1841,train
4451,5651,train
4452,3388,train
4453,14963,train
4454,18424,train
4455,4121,train
4456,10665,train
4457,1201,train
4458,18760,train
4459,111,train
4460,17192,train
4461,1701,train
4462,5879,train
4463,15065,train
4464,16993,train
4465,9243,train
4466,978,train
4467,7136,train
4468,8688,train
4469,8019,train
4470,6194,train
4471,14173,train
4472,13378,train
4473,9577,train
4474,8645,train
4475,4960,train
4476,15553,train
4477,7463,train
4478,18320,train
4479,13477,train
4480,4364,train
4481,1408,train
4482,17501,train
4483,7199,train
4484,8916,train
4485,15014,train
4486,9016,train
4487,13901,train
4488,7578,train
4489,3386,train
4490,14906,train
4491,8223,train
4492,10418,train
4493,4641,train
4494,16221,train
4495,8157,train
4496,13783,train
4497,1614,train
4498,17696,train
4499,12850,train
4500,10915,train
4501,17887,train
4502,7191,train
4503,10365,train
4504,17198,train
4505,14508,train
4506,2366,train
4507,15837,train
4508,15097,train
4509,9606,train
4510,14695,train
4511,9942,train
4512,7834,train
4513,3996,train
4514,15503,train
4515,4913,train
4516,3679,train
4517,9938,train
4518,6712,train
4519,10125,train
4520,14370,train
4521,4106,train
4522,17612,train
4523,15911,train
4524,216,train
4525,16222,train
4526,14826,train
4527,13020,train
4528,5531,train
4529,5511,train
4530,17425,train
4531,8477,train
4532,6101,train
4533,6395,train
4534,4707,train
4535,5608,train
4536,14693,train
4537,14278,train
4538,17263,train
4539,16754,train
4540,6913,train
4541,3804,train
4542,11423,train
4543,18160,train
4544,6293,train
4545,16591,train
4546,18476,train
4547,5076,train
4548,9382,train
4549,13218,train
4550,7539,train
4551,2297,train
4552,1642,train
4553,9070,train
4554,763,train
4555,18270,train
4556,12202,train
4557,14809,train
4558,9717,train
4559,7380,train
4560,7499,train
4561,10862,train
4562,18326,train
4563,2340,train
4564,18072,train
4565,2913,train
4566,3351,train
4567,2390,train
4568,13894,train
4569,11062,train
4570,5088,train
4571,12233,train
4572,18152,train
4573,13809,train
4574,11230,train
4575,1621,train
4576,1202,train
4577,12393,train
4578,8270,train
4579,7553,train
4580,7410,train
4581,2477,train
4582,482,train
4583,15715,train
4584,16108,train
4585,4558,train
4586,10981,train
4587,5735,train
4588,9721,train
4589,9849,train
4590,14103,train
4591,11155,train
4592,7934,train
4593,18167,train
4594,8953,train
4595,14798,train
4596,8147,train
4597,3297,train
4598,1126,train
4599,13366,train
4600,18517,train
4601,14146,train
4602,8842,train
4603,10281,train
4604,1669,train
4605,17651,train
4606,6703,train
4607,10301,train
4608,9434,train
4609,16343,train
4610,1295,train
4611,10315,train
4612,7660,train
4613,3898,train
4614,9888,train
4615,8054,train
4616,16617,train
4617,6156,train
4618,3312,train
4619,479,train
4620,1596,train
4621,13188,train
4622,11384,train
4623,16130,train
4624,15219,train
4625,16192,train
4626,8366,train
4627,11838,train
4628,6725,train
4629,2487,train
4630,5479,train
4631,1846,train
4632,1281,train
4633,17331,train
4634,16794,train
4635,7466,train
4636,14795,train
4637,647,train
4638,9601,train
4639,3613,train
4640,18054,train
4641,7021,train
4642,14707,train
4643,7417,train
4644,1457,train
4645,5715,train
4646,7038,train
4647,15675,train
4648,14669,train
4649,12216,train
4650,2893,train
4651,18543,train
4652,6759,train
4653,883,train
4654,18754,train
4655,543,train
4656,567,train
4657,606,train
4658,18451,train
4659,10888,train
4660,11311,train
4661,15195,train
4662,7779,train
4663,3470,train
4664,15862,train
4665,11856,train
4666,13639,train
4667,741,train
4668,13756,train
4669,1977,train
4670,18146,train
4671,14757,train
4672,15583,train
4673,2144,train
4674,10613,train
4675,4457,train
4676,8231,train
4677,2160,train
4678,4429,train
4679,15960,train
4680,13292,train
4681,17537,train
4682,2286,train
4683,5434,train
4684,714,train
4685,16673,train
4686,16410,train
4687,3914,train
4688,16806,train
4689,5508,train
4690,16055,train
4691,8470,train
4692,3404,train
4693,510,train
4694,7149,train
4695,11433,train
4696,11952,train
4697,16363,train
4698,13884,train
4699,12736,train
4700,839,train
4701,13631,train
4702,17458,train
4703,16125,train
4704,5627,train
4705,11135,train
4706,5165,train
4707,4839,train
4708,4889,train
4709,12492,train
4710,9787,train
4711,14494,train
4712,4840,train
4713,6061,train
4714,9722,train
4715,12569,train
4716,1142,train
4717,3463,train
4718,6189,train
4719,12106,train
4720,14233,train
4721,3728,train
4722,14989,train
4723,16193,train
4724,5461,train
4725,5156,train
4726,1801,train
4727,4756,train
4728,14105,train
4729,8703,train
4730,9910,train
4731,530,train
4732,1540,train
4733,15411,train
4734,13616,train
4735,1919,train
4736,2753,train
4737,18154,train
4738,14235,train
4739,6621,train
4740,3427,train
4741,17037,train
4742,11353,train
4743,9315,train
4744,1949,train
4745,9163,train
4746,5964,train
4747,9740,train
4748,16668,train
4749,10175,train
4750,2412,train
4751,18069,train
4752,10282,train
4753,4122,train
4754,7019,train
4755,11195,train
4756,12269,train
4757,1332,train
4758,18612,train
4759,17666,train
4760,6341,train
4761,2876,train
4762,6188,train
4763,5407,train
4764,13991,train
4765,14195,train
4766,1077,train
4767,9363,train
4768,18012,train
4769,15188,train
4770,16228,train
4771,12739,train
4772,10420,train
4773,6778,train
4774,10347,train
4775,1183,train
4776,8525,train
4777,6762,train
4778,16395,train
4779,3060,train
4780,3859,train
4781,6831,train
4782,288,train
4783,11204,train
4784,9050,train
4785,7442,train
4786,7290,train
4787,3270,train
4788,3884,train
4789,16099,train
4790,7733,train
4791,3879,train
4792,10331,train
4793,2180,train
4794,12283,train
4795,8144,train
4796,11675,train
4797,8513,train
4798,8896,train
4799,10769,train
4800,10557,train
4801,10286,train
4802,18772,train
4803,9875,train
4804,7717,train
4805,17266,train
4806,6201,train
4807,8803,train
4808,14885,train
4809,3694,train
4810,10629,train
4811,5743,train
4812,9939,train
4813,12281,train
4814,17851,train
4815,14499,train
4816,7588,train
4817,15662,train
4818,10511,train
4819,12257,train
4820,4356,train
4821,185,train
4822,863,train
4823,15238,train
4824,17428,train
4825,4062,train
4826,9863,train
4827,18723,train
4828,13015,train
4829,12051,train
4830,1415,train
4831,17992,train
4832,16660,train
4833,17502,train
4834,8247,train
4835,2163,train
4836,7097,train
4837,7814,train
4838,12033,train
4839,16789,train
4840,13729,train
4841,8507,train
4842,13062,train
4843,10435,train
4844,17563,train
4845,6667,train
4846,14920,train
4847,1594,train
4848,6630,train
4849,10798,train
4850,7015,train
4851,2952,train
4852,15736,train
4853,10803,train
4854,8731,train
4855,4772,train
4856,5376,train
4857,10048,train
4858,5354,train
4859,921,train
4860,12815,train
4861,4984,train
4862,5278,train
4863,12246,train
4864,2205,train
4865,15935,train
4866,10359,train
4867,11945,train
4868,17131,train
4869,15805,train
4870,981,train
4871,2456,train
4872,12758,train
4873,631,train
4874,3685,train
4875,7649,train
4876,9422,train
4877,17646,train
4878,10154,train
4879,13879,train
4880,2331,train
4881,18161,train
4882,6096,train
4883,12220,train
4884,15124,train
4885,10415,train
4886,15030,train
4887,2898,train
4888,16097,train
4889,11560,train
4890,4420,train
4891,11200,train
4892,11262,train
4893,2552,train
4894,459,train
4895,1138,train
4896,1665,train
4897,9357,train
4898,3837,train
4899,16848,train
4900,2582,train
4901,12963,train
4902,16411,train
4903,14592,train
4904,724,train
4905,14040,train
4906,7820,train
4907,2090,train
4908,10542,train
4909,4685,train
4910,3142,train
4911,15547,train
4912,17452,train
4913,1811,train
4914,10856,train
4915,3527,train
4916,1791,train
4917,2633,train
4918,4295,train
4919,14877,train
4920,9047,train
4921,10408,train
4922,16986,train
4923,14037,train
4924,11313,train
4925,5040,train
4926,2168,train
4927,16176,train
4928,3275,train
4929,2333,train
4930,1760,train
4931,17939,train
4932,14873,train
4933,2945,train
4934,18092,train
4935,5975,train
4936,11808,train
4937,11726,train
4938,9904,train
4939,14543,train
4940,5284,train
4941,8709,train
4942,16418,train
4943,43,train
4944,11073,train
4945,15922,train
4946,7767,train
4947,4969,train
4948,116,train
4949,13690,train
4950,13830,train
4951,8626,train
4952,8985,train
4953,16619,train
4954,17941,train
4955,15613,train
4956,18308,train
4957,12120,train
4958,6478,train
4959,703,train
4960,1626,train
4961,13504,train
4962,7484,train
4963,5333,train
4964,8478,train
4965,13936,train
4966,6245,train
4967,12684,train
4968,2280,train
4969,16974,train
4970,8907,train
4971,4834,train
4972,15523,train
4973,979,train
4974,15684,train
4975,3819,train
4976,18409,train
4977,9962,train
4978,16094,train
4979,10129,train
4980,1179,train
4981,1018,train
4982,2955,train
4983,9075,train
4984,17785,train
4985,14448,train
4986,3371,train
4987,2400,train
4988,4646,train
4989,10795,train
4990,6006,train
4991,3029,train
4992,7076,train
4993,10275,train
4994,2075,train
4995,5425,train
4996,949,train
4997,4496,train
4998,14574,train
4999,2991,train
5000,10035,train
5001,5674,train
5002,332,train
5003,2067,train
5004,7014,train
5005,5604,train
5006,6290,train
5007,9119,train
5008,10226,train
5009,14817,train
5010,11702,train
5011,5662,train
5012,12079,train
5013,8200,train
5014,12609,train
5015,13831,train
5016,321,train
5017,11450,train
5018,7155,train
5019,15187,train
5020,8271,train
5021,16290,train
5022,13343,train
5023,14961,train
5024,13227,train
5025,4630,train
5026,4878,train
5027,9492,train
5028,4617,train
5029,10797,train
5030,4359,train
5031,10463,train
5032,948,train
5033,13823,train
5034,13531,train
5035,6021,train
5036,3538,train
5037,12562,train
5038,9538,train
5039,5228,train
5040,9313,train
5041,13466,train
5042,12179,train
5043,12133,train
5044,17688,train
5045,3519,train
5046,4227,train
5047,252,train
5048,18586,train
5049,8083,train
5050,5163,train
5051,3691,train
5052,9178,train
5053,18112,train
5054,6187,train
5055,8285,train
5056,7153,train
5057,18525,train
5058,6393,train
5059,2619,train
5060,5120,train
5061,17387,train
5062,1839,train
5063,13934,train
5064,5239,train
5065,16679,train
5066,15021,train
5067,13710,train
5068,16843,train
5069,7839,train
5070,11545,train
5071,12777,train
5072,10508,train
5073,762,train
5074,13408,train
5075,110,train
5076,2442,train
5077,7150,train
5078,8619,train
5079,7780,train
5080,2754,train
5081,14323,train
5082,7496,train
5083,16569,train
5084,4077,train
5085,12523,train
5086,9409,train
5087,14469,train
5088,6560,train
5089,15519,train
5090,13915,train
5091,9236,train
5092,245,train
5093,6418,train
5094,5063,train
5095,17372,train
5096,10714,train
5097,18265,train
5098,9347,train
5099,11269,train
5100,95,train
5101,10411,train
5102,17850,train
5103,2611,train
5104,13236,train
5105,2818,train
5106,10172,train
5107,219,train
5108,5226,train
5109,18793,train
5110,18338,train
5111,14380,train
5112,2733,train
5113,9238,train
5114,3100,train
5115,10638,train
5116,2457,train
5117,5771,train
5118,2533,train
5119,5703,train
5120,15367,train
5121,15190,train
5122,14545,train
5123,13448,train
5124,14728,train
5125,1972,train
5126,7479,train
5127,6742,train
5128,10071,train
5129,14968,train
5130,10461,train
5131,7608,train
5132,4791,train
5133,11512,train
5134,7335,train
5135,16101,train
5136,319,train
5137,17783,train
5138,9202,train
5139,2375,train
5140,3337,train
5141,5910,train
5142,7030,train
5143,5913,train
5144,5614,train
5145,7316,train
5146,5493,train
5147,8657,train
5148,13509,train
5149,12346,train
5150,330,train
5151,1786,train
5152,812,train
5153,1978,train
5154,3116,train
5155,8360,train
5156,3331,train
5157,613,train
5158,1282,train
5159,11304,train
5160,8187,train
5161,11596,train
5162,6158,train
5163,10158,train
5164,13867,train
5165,15009,train
5166,13647,train
5167,8217,train
5168,12577,train
5169,8248,train
5170,8732,train
5171,7473,train
5172,12911,train
5173,6274,train
5174,11253,train
5175,10198,train
5176,14228,train
5177,3464,train
5178,17805,train
5179,8786,train
5180,3921,train
5181,6900,train
5182,9970,train
5183,17751,train
5184,6292,train
5185,4337,train
5186,6125,train
5187,513,train
5188,1278,train
5189,18235,train
5190,14184,train
5191,8037,train
5192,7988,train
5193,8866,train
5194,10621,train
5195,12386,train
5196,7585,train
5197,3018,train
5198,2692,train
5199,15085,train
5200,5379,train
5201,6057,train
5202,13215,train
5203,4742,train
5204,7018,train
5205,17389,train
5206,12307,train
5207,10779,train
5208,14590,train
5209,7735,train
5210,51,train
5211,17367,train
5212,2664,train
5213,92,train
5214,15900,train
5215,16925,train
5216,1731,train
5217,14439,train
5218,4329,train
5219,8289,train
5220,13435,train
5221,18046,train
5222,2318,train
5223,18363,train
5224,12154,train
5225,17613,train
5226,13681,train
5227,14522,train
5228,11843,train
5229,16533,train
5230,1451,train
5231,5340,train
5232,3467,train
5233,15521,train
5234,16764,train
5235,9755,train
5236,15689,train
5237,6693,train
5238,10170,train
5239,5351,train
5240,2794,train
5241,3869,train
5242,7878,train
5243,8233,train
5244,915,train
5245,1943,train
5246,12985,train
5247,18504,train
5248,2593,train
5249,10369,train
5250,15943,train
5251,16398,train
5252,7443,train
5253,9188,train
5254,8256,train
5255,4526,train
5256,17182,train
5257,5304,train
5258,12766,train
5259,4520,train
5260,16440,train
5261,2992,train
5262,6050,train
5263,11541,train
5264,5144,train
5265,1511,train
5266,9623,train
5267,6676,train
5268,5635,train
5269,17936,train
5270,9459,train
5271,10072,train
5272,9201,train
5273,1513,train
5274,10639,train
5275,12899,train
5276,10619,train
5277,2596,train
5278,15704,train
5279,573,train
5280,843,train
5281,12375,train
5282,4556,train
5283,18824,train
5284,8678,train
5285,11373,train
5286,17569,train
5287,6993,train
5288,5396,train
5289,8496,train
5290,10580,train
5291,15237,train
5292,68,train
5293,10133,train
5294,8904,train
5295,12754,train
5296,14301,train
5297,7791,train
5298,7789,train
5299,1360,train
5300,11644,train
5301,6551,train
5302,5691,train
5303,7898,train
5304,13102,train
5305,11965,train
5306,16919,train
5307,14084,train
5308,16703,train
5309,15390,train
5310,4341,train
5311,3017,train
5312,7093,train
5313,8153,train
5314,306,train
5315,4075,train
5316,16627,train
5317,8492,train
5318,15303,train
5319,4768,train
5320,16582,train
5321,7949,train
5322,2115,train
5323,15808,train
5324,10499,train
5325,16271,train
5326,8589,train
5327,6525,train
5328,16171,train
5329,8237,train
5330,15067,train
5331,7120,train
5332,13423,train
5333,11027,train
5334,13540,train
5335,13858,train
5336,9384,train
5337,1485,train
5338,17264,train
5339,14268,train
5340,12105,train
5341,16825,train
5342,16209,train
5343,2394,train
5344,12379,train
5345,7580,train
5346,5134,train
5347,23,train
5348,17811,train
5349,9325,train
5350,18794,train
5351,6613,train
5352,10912,train
5353,13249,train
5354,14456,train
5355,2036,train
5356,3065,train
5357,5472,train
5358,8612,train
5359,17572,train
5360,6109,train
5361,13854,train
5362,7098,train
5363,6375,train
5364,15983,train
5365,15084,train
5366,6927,train
5367,1041,train
5368,15220,train
5369,8816,train
5370,17067,train
5371,1413,train
5372,114,train
5373,6991,train
5374,8364,train
5375,4250,train
5376,230,train
5377,4404,train
5378,17102,train
5379,15194,train
5380,2746,train
5381,3853,train
5382,11490,train
5383,5813,train
5384,11346,train
5385,17838,train
5386,1758,train
5387,15286,train
5388,11526,train
5389,14832,train
5390,2703,train
5391,3680,train
5392,14577,train
5393,4514,train
5394,6840,train
5395,3598,train
5396,14441,train
5397,16302,train
5398,11858,train
5399,14022,train
5400,7691,train
5401,6278,train
5402,8063,train
5403,4687,train
5404,448,train
5405,12920,train
5406,6319,train
5407,14602,train
5408,15849,train
5409,12912,train
5410,9157,train
5411,5101,train
5412,11446,train
5413,12123,train
5414,6377,train
5415,8426,train
5416,6491,train
5417,16977,train
5418,14586,train
5419,1780,train
5420,11206,train
5421,13608,train
5422,13505,train
5423,3822,train
5424,3795,train
5425,13089,train
5426,5886,train
5427,17942,train
5428,13866,train
5429,16275,train
5430,9039,train
5431,5837,train
5432,10871,train
5433,17010,train
5434,17914,train
5435,18532,train
5436,3480,train
5437,2055,train
5438,5044,train
5439,9820,train
5440,13118,train
5441,3838,train
5442,10049,train
5443,2304,train
5444,6351,train
5445,18258,train
5446,12792,train
5447,6148,train
5448,15215,train
5449,11007,train
5450,12791,train
5451,15669,train
5452,13861,train
5453,11316,train
5454,13195,train
5455,18180,train
5456,13534,train
5457,14304,train
5458,11355,train
5459,16212,train
5460,10564,train
5461,2984,train
5462,3279,train
5463,874,train
5464,2815,train
5465,15041,train
5466,2046,train
5467,11915,train
5468,2649,train
5469,4923,train
5470,4826,train
5471,11063,train
5472,6690,train
5473,18346,train
5474,2347,train
5475,16248,train
5476,15784,train
5477,16179,train
5478,9222,train
5479,6635,train
5480,14164,train
5481,15406,train
5482,18802,train
5483,15611,train
5484,1414,train
5485,499,train
5486,668,train
5487,6886,train
5488,6157,train
5489,3033,train
5490,10657,train
5491,3628,train
5492,12481,train
5493,11491,train
5494,9610,train
5495,5556,train
5496,1348,train
5497,3774,train
5498,303,train
5499,7063,train
5500,8170,train
5501,17512,train
5502,1703,train
5503,18577,train
5504,3834,train
5505,9387,train
5506,5896,train
5507,16734,train
5508,8260,train
5509,1618,train
5510,9681,train
5511,13208,train
5512,7045,train
5513,2924,train
5514,3206,train
5515,16637,train
5516,4274,train
5517,10429,train
5518,5400,train
5519,5196,train
5520,18538,train
5521,5723,train
5522,18081,train
5523,15127,train
5524,9760,train
5525,1950,train
5526,8191,train
5527,2736,train
5528,11758,train
5529,12622,train
5530,17958,train
5531,13418,train
5532,1068,train
5533,3660,train
5534,9796,train
5535,8072,train
5536,16640,train
5537,2470,train
5538,2274,train
5539,18439,train
5540,4746,train
5541,4649,train
5542,6753,train
5543,12798,train
5544,1265,train
5545,4194,train
5546,9876,train
5547,2766,train
5548,17012,train
5549,3038,train
5550,8085,train
5551,13549,train
5552,17132,train
5553,18498,train
5554,12678,train
5555,582,train
5556,12139,train
5557,2896,train
5558,12980,train
5559,5032,train
5560,13672,train
5561,347,train
5562,6625,train
5563,2947,train
5564,2260,train
5565,12598,train
5566,6277,train
5567,12825,train
5568,7091,train
5569,10363,train
5570,14398,train
5571,5143,train
5572,16671,train
5573,5880,train
5574,4952,train
5575,14310,train
5576,1477,train
5577,4252,train
5578,180,train
5579,18163,train
5580,16358,train
5581,12665,train
5582,17339,train
5583,16008,train
5584,14335,train
5585,7248,train
5586,255,train
5587,3912,train
5588,7283,train
5589,16050,train
5590,7439,train
5591,15796,train
5592,10373,train
5593,11229,train
5594,4513,train
5595,10940,train
5596,2631,train
5597,107,train
5598,3717,train
5599,6702,train
5600,4463,train
5601,16563,train
5602,416,train
5603,16356,train
5604,11872,train
5605,8900,train
5606,9371,train
5607,6874,train
5608,15326,train
5609,9989,train
5610,2265,train
5611,8908,train
5612,6484,train
5613,12215,train
5614,6672,train
5615,17448,train
5616,5079,train
5617,9442,train
5618,12939,train
5619,4606,train
5620,15162,train
5621,14330,train
5622,16262,train
5623,6724,train
5624,13563,train
5625,18019,train
5626,2621,train
5627,2030,train
5628,17002,train
5629,39,train
5630,5987,train
5631,7536,train
5632,10901,train
5633,7960,train
5634,3508,train
5635,2386,train
5636,7638,train
5637,13971,train
5638,2980,train
5639,3437,train
5640,11233,train
5641,18448,train
5642,5399,train
5643,18056,train
5644,3544,train
5645,9245,train
5646,2867,train
5647,4442,train
5648,11330,train
5649,18344,train
5650,14202,train
5651,15347,train
5652,4696,train
5653,6454,train
5654,8141,train
5655,1878,train
5656,5371,train
5657,16234,train
5658,9841,train
5659,16149,train
5660,3897,train
5661,16442,train
5662,10608,train
5663,3665,train
5664,15269,train
5665,2729,train
5666,18005,train
5667,6850,train
5668,414,train
5669,15933,train
5670,6386,train
5671,14759,train
5672,8337,train
5673,18546,train
5674,14117,train
5675,3076,train
5676,5678,train
5677,6485,train
5678,18680,train
5679,6333,train
5680,14764,train
5681,7732,train
5682,5932,train
5683,12085,train
5684,5297,train
5685,2727,train
5686,17237,train
5687,18095,train
5688,1787,train
5689,3836,train
5690,36,train
5691,18471,train
5692,4187,train
5693,675,train
5694,3633,train
5695,1555,train
5696,3529,train
5697,7252,train
5698,6398,train
5699,3979,train
5700,16037,train
5701,18336,train
5702,14492,train
5703,3708,train
5704,16846,train
5705,13369,train
5706,16435,train
5707,15518,train
5708,5775,train
5709,16540,train
5710,5384,train
5711,11976,train
5712,16816,train
5713,7073,train
5714,11635,train
5715,3820,train
5716,13951,train
5717,18571,train
5718,9249,train
5719,16128,train
5720,1746,train
5721,16310,train
5722,16465,train
5723,11909,train
5724,13327,train
5725,14632,train
5726,8944,train
5727,1052,train
5728,4038,train
5729,5834,train
5730,3405,train
5731,3705,train
5732,18370,train
5733,3955,train
5734,18376,train
5735,5352,train
5736,3375,train
5737,3428,train
5738,15544,train
5739,2507,train
5740,7907,train
5741,4681,train
5742,17023,train
5743,210,train
5744,17736,train
5745,15895,train
5746,11991,train
5747,4747,train
5748,9404,train
5749,14255,train
5750,14175,train
5751,11327,train
5752,15176,train
5753,10731,train
5754,8372,train
5755,1670,train
5756,2320,train
5757,3495,train
5758,6959,train
5759,15932,train
5760,18164,train
5761,16873,train
5762,8510,train
5763,6387,train
5764,7033,train
5765,15879,train
5766,15556,train
5767,8726,train
5768,9572,train
5769,1715,train
5770,14800,train
5771,7614,train
5772,484,train
5773,6436,train
5774,11811,train
5775,11848,train
5776,5828,train
5777,14408,train
5778,15301,train
5779,5437,train
5780,12774,train
5781,1345,train
5782,12715,train
5783,7351,train
5784,15744,train
5785,2640,train
5786,1250,train
5787,6929,train
5788,10256,train
5789,14018,train
5790,11488,train
5791,12259,train
5792,5117,train
5793,18129,train
5794,12262,train
5795,8303,train
5796,11497,train
5797,4861,train
5798,2303,train
5799,2652,train
5800,6908,train
5801,17347,train
5802,14530,train
5803,4244,train
5804,8062,train
5805,718,train
5806,10368,train
5807,15145,train
5808,18257,train
5809,8020,train
5810,12103,train
5811,17319,train
5812,10280,train
5813,16802,train
5814,15867,train
5815,738,train
5816,8814,train
5817,10765,train
5818,18608,train
5819,14218,train
5820,7728,train
5821,11650,train
5822,1973,train
5823,2556,train
5824,18585,train
5825,5436,train
5826,17184,train
5827,267,train
5828,9708,train
5829,13793,train
5830,2770,train
5831,17280,train
5832,2329,train
5833,11883,train
5834,14523,train
5835,9703,train
5836,8030,train
5837,1275,train
5838,9723,train
5839,10479,train
5840,7247,train
5841,2822,train
5842,4819,train
5843,3711,train
5844,14988,train
5845,12378,train
5846,17066,train
5847,2264,train
5848,318,train
5849,1536,train
5850,1471,train
5851,17330,train
5852,7826,train
5853,1369,train
5854,740,train
5855,18808,train
5856,8323,train
5857,1188,train
5858,2065,train
5859,9659,train
5860,11131,train
5861,13717,train
5862,8929,train
5863,2527,train
5864,17013,train
5865,6223,train
5866,7383,train
5867,3487,train
5868,6044,train
5869,13943,train
5870,8523,train
5871,14640,train
5872,6607,train
5873,8983,train
5874,10239,train
5875,16704,train
5876,6077,train
5877,1233,train
5878,8455,train
5879,14079,train
5880,8076,train
5881,13700,train
5882,6153,train
5883,12873,train
5884,9233,train
5885,17527,train
5886,9586,train
5887,528,train
5888,17187,train
5889,17119,train
5890,3488,train
5891,1291,train
5892,4919,train
5893,18062,train
5894,18066,train
5895,15098,train
5896,9073,train
5897,17662,train
5898,9270,train
5899,16554,train
5900,12335,train
5901,11478,train
5902,13935,train
5903,9443,train
5904,562,train
5905,15774,train
5906,1031,train
5907,11297,train
5908,5765,train
5909,16575,train
5910,11275,train
5911,3702,train
5912,17872,train
5913,7058,train
5914,2407,train
